Title*,url,Supplier,Category,Measurement Unit 1 Code,Measurement Unit 2 Code,Internal Notes, Cost Formula ,Description,[C1],[C2],Size 1 Label,Size 2 Label,Common Names
"Tire, American Racer,SD44, 8""-15.0 x8.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d959c28e-2507-4982-8a40-04938b02a931&Action=View,American Racer,Tire,[Not Used],[Not Used],,68,,,,,,
"Tire, Avon, A45, 10""-16.0 x 7.2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4effeddd-eb2b-42fe-a4e1-07cdc5656a84&Action=View,Avon,Tire,[Not Used],[Not Used], AIR from ST,100,,,,,,
"Tire, Avon, A45, 13""-20.0 x 6.2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3b79af86-1dd6-401e-b8fb-f342bcf79baf&Action=View,Avon,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Avon, A45, 13""-20.0 x 7.2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8f11220b-da82-45cc-bf95-a3b77bbbed63&Action=View,Avon,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Avon, A45, 13""-20.0 x 8.2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ab0ab393-dbf4-4319-bad2-6547f35ff3d0&Action=View,Avon,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Avon, A92, 10""-16.0 x 6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=00fdce3c-8058-4a8c-8495-0b20c32256b1&Action=View,Avon,Tire,[Not Used],[Not Used], 28MAR2017,106.75,,,,,,
"Tire, Bridgestone, 13""-180mm/510mm",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d0a29b8e-30f7-433d-b507-4577843cce01&Action=View,Bridgestone,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Continental, 13""",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0fd53735-5a78-4c4c-8df9-dd5f4beb9011&Action=View,Continental,Tire,[Not Used],[Not Used],,80,,,,,,
"Tire, Dunlop Motorsport, 13"", 175mm/505mm",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=dd2ebfec-d496-410f-8d3f-5a60155c1a1b&Action=View,Dunlop,Tire,[Not Used],[Not Used],,87,,,,,,
"Tire, Goodyear, D2692, 13""-20.0 x 7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=40dbcd19-b720-418f-b0dc-f84d7c4b84bc&Action=View,Goodyear,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Goodyear, D2704, 13""-20.0 x 7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=de76065c-aec2-4add-8ac0-cb1de87c5785&Action=View,Goodyear,Tire,[Not Used],[Not Used], MSRP $225 from Goodyear Sports Buyers Guide. Material # 221573 FSAE Compound,112,,,,,,
"Tire, Goodyear, R065, 13""-20.0 x 7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7bc961c4-d283-4519-88ba-a360be5bd94c&Action=View,Goodyear,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Goodyear, R075, 13""-20.0 x 7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9829c6ce-da3f-42e3-b4fe-d359ead28841&Action=View,Goodyear,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Hoosier, LC0, 10"" - 16.0 x 6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9bfd316d-2b8e-461b-9c1d-a0ef0321641f&Action=View,Hoosier,Tire,[Not Used],[Not Used], 29FEB2020,85,,,,,,
"Tire, Hoosier, LC0, 10""-16.0 x 7.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6823e5ce-3030-4bd6-8713-c8e4a2ab16cd&Action=View,Hoosier,Tire,[Not Used],[Not Used], 28mar2017,85,,,,,,
"Tire, Hoosier, LC0, 10""-18.0 x 6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=172521d6-f7f0-4ebd-a36a-1044be998137&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, LC0, 10""-18.0 x 7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=88d5f352-c111-4bbb-b3e4-cd2c40d46a32&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 10"" - 16.0 x 6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f0a130b0-49ee-44b3-9513-01de5b4b9c8e&Action=View,Hoosier,Tire,[Not Used],[Not Used], 27feb2020,85,,,,,,
"Tire, Hoosier, R25B, 10""-16.0 x 7.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c4ed3bd0-1555-4661-bc63-830dc457716a&Action=View,Hoosier,Tire,[Not Used],[Not Used], 28mar2017,85,,,,,,
"Tire, Hoosier, R25B, 10""-18.0 x 6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=36a0e06b-0629-4d49-a470-480d57501a7b&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 10""-18.0 x 7.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=04d8007f-a0d7-4e45-a16b-39d3fe4eb53a&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 10""-19.5 x 6.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ffed4022-44e8-484b-ab8b-89e0d241abbe&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 10""-19.5 x 7.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=99a0d5f9-438d-4dd3-8f9a-de5870b5116f&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 13""-20.0 x 7.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d176a791-0ced-467d-bfd1-2b573f5c7082&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 13""-20.0 x 8.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=80b19fe3-4edd-4b23-b99b-d5538a836a43&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 13""-20.0 x 9.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b39b44c7-5767-4b21-a4a6-24ac194e904b&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 13""-20.5 x 6.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d354420e-fb3d-4379-b89f-445574dbeb58&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, R25B, 13""-20.5 x 7.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d32f8642-b22a-4fa4-858b-8cf27164ff44&Action=View,Hoosier,Tire,[Not Used],[Not Used],,85,,,,,,
"Tire, Hoosier, Wet, 10""-19.5 x 6.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a87c4442-9537-4f51-acc9-c2486ca54188&Action=View,Hoosier,Tire,[Not Used],[Not Used],,80,,,,,,
"Tire, Hoosier, Wet, 13""-20.0 x 7.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b26a76ea-a282-48c8-afa0-32ed2c91355f&Action=View,Hoosier,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Hoosier, Wet, 13""-21.0 x 6.5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9aa6a2ac-4cfe-4041-af45-90a6cc833a94&Action=View,Hoosier,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Kumho, ECSTA, 13""-170mm/515mm",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d16dc39b-68ba-4b10-9a85-7e3d22eacc5d&Action=View,Kumoh,Tire,[Not Used],[Not Used],,80,,,,,,
"Tire, Michelin S412 13"" 20/54",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=34842cbf-0224-49c9-8c39-accf0d874a83&Action=View,Michelin,Tire,[Not Used],[Not Used], added 2mar2022,,,,,,,
"Tire, Michelin, P220, 13""-20.9 x 6.3",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=93694327-0f10-4c69-bcbc-aac945c3da7d&Action=View,Michelin,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Michelin, S6B, 13""-20.9 x 6.3",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=06f6955c-88fa-45a0-8c4f-369db3ba199e&Action=View,Michelin,Tire,[Not Used],[Not Used],,100,,,,,,
"Tire, Pirelli, 13""-180mm/530mm",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=84dc20ef-975a-4be1-a878-0198578f49c5&Action=View,Pirelli,Tire,[Not Used],[Not Used],,123,,,,,,
"Tire, Pirelli, 13""-200mm/540mm",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=48a7433b-5a9d-440d-a52f-a7adc713d60f&Action=View,Pirelli,Tire,[Not Used],[Not Used], AIR from ST RQA http://www.fsaeonline.com/cdsweb/rqa/viewinquiry.aspx?inquirynum=5248&backto=,130,,,,,,
"Tire, Pirelli, 13""-250mm/575mm SUPERSOFT",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=aa7d7936-cd05-4bbb-b82a-d53de1430cc9&Action=View,Pirelli,Tire,[Not Used],[Not Used], AIR from ST RQA http://www.fsaeonline.com/cdsweb/rqa/viewinquiry.aspx?inquirynum=5248&backto=,135,,,,,,
"Tire, Treaded Production Car Not Listed Above",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1a4d7552-6e6f-47ac-bfea-4483b7419399&Action=View,Any,Tire,[Not Used],[Not Used],,40,,,,,,
"Tire, Yokohoma, ADVAN Dry, 13"" 160-55",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d59190ed-d701-42f4-9311-b0804e01e76a&Action=View,Yokohoma,Tire,[Not Used],[Not Used],,135,,,,,,
"Tire, Yokohoma, ADVAN Wet, 13"" 160-55",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8038c4c5-d9fd-4bb3-a649-7ca2ff88e21b&Action=View,Yokohoma,Tire,[Not Used],[Not Used],,160,,,,,,
Titanium (by Dimensions),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=368d2aa2-4a0e-4f31-87c9-2ee4565d8c31&Action=View,Any,Raw Material,kg,[Not Used],,22*[Area]*[Length]*[Density], Density= 4500kg/m^3 e.g. Ti6Al4V,,,,,
Titanium (per kg),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c755524b-252b-4751-803d-8285e0fa3eaf&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*22, Density= 4500kg/m^3 e.g. Ti6Al4V,,,,,
"Tubing, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9fca8d2e-37da-4098-8623-fb5e9d5a0dcb&Action=View,,Plumbing,kg,[Not Used],,2.25*[Size1]," Cost using area, length and density and include process cost for flaring of tube ends, etc. Can also cost off steel or stainless steel raw material (same cost).",,,,,
Turbocharger,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=aee2162c-3f98-437a-8bc8-2cfd24d8cd97&Action=View,Any,Engine,[Not Used],[Not Used],,300, Includes waste gate but no plumbing,,,,,
Universal Joint,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=054de5c0-89b6-4020-9f8f-c2e6bd72776c&Action=View,Any,Drivetrain,[Not Used],[Not Used],,20,,,,,,
Uprights (All cost as made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=55b8f4c9-181a-435e-8fc7-933bf73e3676&Action=View,Cost as made,Chassis,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Valve Stem (and Tire Inflation),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7b9b9746-97ef-4b0c-b03d-33fd7ee8b9ff&Action=View,Any,Tire,[Not Used],[Not Used],,1, Includes tire inflation,,,,,
"Wheel Bearing, Ball, Angular Contact",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=14cef446-c8fd-4587-96ae-a0833f6e505e&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Higher load capacity bearings intended for wheel/hub applications.,0.4,0.5,Outer diameter,Thickness,
"Wheel Bearing, Ball, Deep Groove",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=21263677-31d6-491e-a4f4-5613f0fd196d&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Higher load capacity bearings intended for wheel/hub applications.,0.4,0.5,Outer diameter,Thickness,
"Wheel Bearing, Ball, Radial",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ff9ec08f-09e5-4610-bce7-5a89961c28ab&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Higher load capacity bearings intended for wheel/hub applications.,0.4,0.5,Outer diameter,Thickness,
"Wheel Bearing, Double Row, Ball, Angular Contact",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9df88c97-04fc-49e7-a242-331b10a92db5&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Higher load capacity bearings intended for wheel/hub applications.,0.4,0.5,Outer diameter,Thickness,
"Wheel Bearing, Double Row, Ball, Deep Groove",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3f1edd3a-6f2d-4f10-9efe-acc57d411b7f&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Higher load capacity bearings intended for wheel/hub applications.,0.4,0.5,Outer diameter,Thickness,
"Wheel Bearing, Double Row, Ball, Radial",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f9f8bb71-2c07-4c93-829f-68c1a979a036&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Higher load capacity bearings intended for wheel/hub applications.,0.4,0.5,Outer diameter,Thickness,
"Wheel Bearing, Tapered Needle",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d057cb9e-8b8b-42dd-8f38-eca5e835884d&Action=View,Any,Bearings,mm,mm,,[C1]*[Size1]*[Size2]+[C2], Higher load capacity bearings intended for wheel/hub applications.,0.009,20.9,Outer diameter,Thickness,
"Wheel Bearing, Tapered Roller",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=34043995-66cc-43b8-be8c-f383d44c92b4&Action=View,Any,Bearings,mm,mm,,[C1]*[Size1]*[Size2]+[C2], Higher load capacity bearings intended for wheel/hub applications.,0.009,20.9,Outer diameter,Thickness,
"Wheel Shells, 10"", 2 piece, Blackwave, FS Carbon Rim, Carbon Fiber",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0ea02ba8-86a9-4c3a-9fdb-dc2491f49723&Action=View,Blackwave,Wheel,[Not Used],[Not Used],,246, Wheel shells include outer rim but no center,,,,,
"Wheel Shells, 10"", 2 Piece, Keizer, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6e44c651-912e-4400-b30f-dbbdf59bcefe&Action=View,Keizer,Wheel,[Not Used],[Not Used],,85,,,,,,
"Wheel Shells, 10"", 3 Piece, Keizer, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1b96d5d9-f0a7-44b8-9c0f-473f39d20108&Action=View,Keizer,Wheel,[Not Used],[Not Used],,57.50,,,,,,
"Wheel Shells, 10"", 3 Piece, Weld, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=96ba2d1b-a70c-4e9f-ab05-7c483a60be83&Action=View,Weld,wheel,[Not Used],[Not Used]," 10APR2022 https://www.speedwaymotors.com/10X7-3-Off-No-Lock-D-Mount,32486.html?NoRedirect=true&OriginalQuery=81586010713",,,,,,,
"Wheel Shells, 13"" Inner, 4"" Wide, Kodiak, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bbc3f33e-108c-49fe-b4f6-bf2d0592c416&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,93,,,,,,
"Wheel Shells, 13"" Inner, 4.5"" Wide, Kodiak, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=47887566-f10f-4386-9a74-4e9f5f3e4110&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,93,,,,,,
"Wheel Shells, 13"" Inner, 5"" Wide, Kodiak, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4960a2fa-9d1e-4cac-8cd0-2b38abbf03bf&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,100,,,,,,
"Wheel Shells, 13"" Inner, 6"" Wide, Kodiak, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8eaa25f4-1cdd-4bbb-a96c-edc83b0c2963&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,104,,,,,,
"Wheel Shells, 13"" Outer, 1"" Wide, Kodiak, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b29efb73-b734-4a06-8fbe-afe2dbce2772&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,85,,,,,,
"Wheel Shells, 13"" Outer, 1.5"" Wide, Kodiak, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=72f95dae-c0a8-40db-9a3d-f38399e7a4c2&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,91.50,,,,,,
"Wheel Shells, 13"" Outer, 2"" Wide, Kodiak, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5b66d375-e6ea-4fab-9e21-98df4322abfc&Action=View,Kodiak,Wheel,[Not Used],[Not Used],,91.50,,,,,,
"Wheel Shells, 13"", 3 Piece, Jongbloed, Alum.",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4cd23dd0-c551-4450-8ccf-05a2d5e1b68d&Action=View,Jongbloed,Wheel,[Not Used],[Not Used],,287.50,,,,,,
"Wheel Shells, 13"", 3 Piece, Jongbloed, Magnesium",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1898860a-4abf-47fa-ae40-e97e49bbb287&Action=View,Jongbloed,Wheel,[Not Used],[Not Used],,287.50,,,,,,
"Wheel Shells, 13"", 3 Piece, Keizer, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6d240ace-317f-4370-aeb9-3dabe5cb6bbb&Action=View,Keizer,Wheel,[Not Used],[Not Used],,82.50,,,,,,
"Wheel Shells, 13"", 3 Piece, Weld, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=010d9f81-6ac5-41f6-af6a-353224d54d00&Action=View,Weld,Wheel,[Not Used],[Not Used],,114,,,,,,
Wheel Weights (and Balancing),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0b34998e-e20e-4878-9775-1fc3a09b6ad9&Action=View,Any,Wheel,[Not Used],[Not Used],,4," Includes weights, balancing and installation labor for wheel weight",,,,,
"Wheel, 10"" 1 piece, Braid, Sturace, Aluminum, 7.5"" wide",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=10732cde-00d6-48d1-83f9-88409c9233bc&Action=View,Braid,wheel,[Not Used],[Not Used]," Rule request 15720 requested 11aug2020, approved 14jan2021",208,,,,,,
"Wheel, 10"", 1 Piece OEM, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=03e663f9-a51a-4233-96c3-822ee6ebfeae&Action=View,Any,Wheel,[Not Used],[Not Used],,77.50,,,,,,
"Wheel, 10"", 1 Piece OEM, Magnesium",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c5a674ce-1124-45da-b76e-3bef0fdbf64e&Action=View,Any,Wheel,[Not Used],[Not Used],,108,,,,,,
"Wheel, 10"", 1 Piece OEM, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bfff250b-0c8e-4afa-9a9b-a07481af228f&Action=View,Any,Wheel,[Not Used],[Not Used],,40,,,,,,
"Wheel, 10"", 1 Piece OZ, Magnesium",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bbccd9ca-b9c7-4846-b874-3a4c88b4cafe&Action=View,OZ Racing,Wheel,[Not Used],[Not Used],,150,,,,,,
"Wheel, 10"", 1 piece, Braid, Sturace, Aluminum, 7"" wide",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5bf6b889-e990-484f-a799-46c183146a78&Action=View,Braid,Wheel,[Not Used],[Not Used],,208,,,,,,
"Wheel, 10"", 1 Piece, DWT, Alumalite, Aluminum, Model 011-05",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d93b1409-6ea4-4634-b3b6-4f165ef08857&Action=View,DWT,Wheel,[Not Used],[Not Used],,63,,,,,,
"Wheel, 10"", 1Piece, DWT, Alumalite, Aluminum, Red Label",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=54c94249-9256-4b8f-8264-12896a52b7e9&Action=View,DWT,Wheel,[Not Used],[Not Used], 26mar2018,63," sport red label 0.190"" thickness",,,,,
"Wheel, 10"", 2 Piece, HiPer Racing, Carbon-plastic, CF1, Inner Half",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5ea3bb0f-39bb-461f-95ec-f32860ec575b&Action=View,HiPer Racing,Wheel,[Not Used],[Not Used],, 37.50,,,,,,
"Wheel, 10"", 2 Piece, HiPer Racing, Carbon-plastic, Tec 3, Inner Half",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=45ea95b8-26ac-4a60-b8e7-ffc8669c3f5a&Action=View,HiPer Racing,Wheel,[Not Used],[Not Used],,22.50,,,,,,
"Wheel, 10"", 3 Piece, Force-Racing V3, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2f667ada-eeaf-42a5-9668-87b56f247d18&Action=View,Force Racing,wheel,[Not Used],[Not Used], 27mar2017,98,,,,,,
